type,name,description,author,license,datePublished,url,keywords,ipfsHash,arweaveId
Article,使矩陣計算遞歸關係式,An article on computing recursive function with matrix multiplication.,https://github.com/nnkken,https://creativecommons.org/licenses/by/4.0,2019-04-19,"https://nnkken.github.io/post/recursive-relation/","matrix,recursion",,JZr8gXKOCFScy7Ds4MJgeKPw3c-mGYcHdVwZJzxlPEQ
